benchmarkEff90_500|org.cache2k.benchmark.Cache2kDefaultBenchmark|93.89|500|183177|3000000|1000
benchmarkEff95_500|org.cache2k.benchmark.Cache2kDefaultBenchmark|96.34|500|109653|3000000|900
benchmarkCpp_100|org.cache2k.benchmark.Cache2kDefaultBenchmark|77.44|100|2041|9047|1223
benchmarkCpp_300|org.cache2k.benchmark.Cache2kDefaultBenchmark|85.55|300|1307|9047|1223
benchmarkCpp_500|org.cache2k.benchmark.Cache2kDefaultBenchmark|85.83|500|1282|9047|1223
benchmarkUmassFinancial2_10000|org.cache2k.benchmark.Cache2kDefaultBenchmark|76.49|10000|235053|1000000|102742
benchmarkUmassFinancial2_20000|org.cache2k.benchmark.Cache2kDefaultBenchmark|83.01|20000|169906|1000000|102742
benchmarkScarabProds_25000|org.cache2k.benchmark.Cache2kDefaultBenchmark|74.99|25000|7210500|28835840|1025965
benchmarkUmassFinancial2_40000|org.cache2k.benchmark.Cache2kDefaultBenchmark|86.89|40000|131120|1000000|102742
benchmarkScarabProds_50000|org.cache2k.benchmark.Cache2kDefaultBenchmark|81.26|50000|5403352|28835840|1025965
benchmarkUmassFinancial2_80000|org.cache2k.benchmark.Cache2kDefaultBenchmark|89.38|80000|106232|1000000|102742
benchmarkScarabProds_75000|org.cache2k.benchmark.Cache2kDefaultBenchmark|84.63|75000|4431982|28835840|1025965
benchmarkZipf900_100|org.cache2k.benchmark.Cache2kDefaultBenchmark|67.94|100|961883|3000000|900
benchmarkZipf900_300|org.cache2k.benchmark.Cache2kDefaultBenchmark|83.38|300|498507|3000000|900
benchmarkZipf900_500|org.cache2k.benchmark.Cache2kDefaultBenchmark|90.72|500|278334|3000000|900
benchmarkZipf900_700|org.cache2k.benchmark.Cache2kDefaultBenchmark|95.87|700|123884|3000000|900
benchmarkUmassFinancial1_100000|org.cache2k.benchmark.Cache2kDefaultBenchmark|60.79|100000|392096|1000000|291469
benchmarkUmassFinancial1_200000|org.cache2k.benchmark.Cache2kDefaultBenchmark|67.13|200000|328715|1000000|291469
benchmarkWeb07_300|org.cache2k.benchmark.Cache2kDefaultBenchmark|44.66|300|42120|76118|20484
benchmarkWeb12_300|org.cache2k.benchmark.Cache2kDefaultBenchmark|51.42|300|46450|95607|13756
benchmarkRandom10_1|org.cache2k.benchmark.Cache2kDefaultBenchmark|9.10|1|909|1000|10
benchmarkOrmAccessNight_10000|org.cache2k.benchmark.Cache2kDefaultBenchmark|94.27|10000|286725|5000000|86466
benchmarkOrmAccessNight_20000|org.cache2k.benchmark.Cache2kDefaultBenchmark|96.33|20000|183309|5000000|86466
benchmarkWeb07_1200|org.cache2k.benchmark.Cache2kDefaultBenchmark|54.78|1200|34422|76118|20484
benchmarkWeb07_3000|org.cache2k.benchmark.Cache2kDefaultBenchmark|60.60|3000|29994|76118|20484
benchmarkMulti2_1800|org.cache2k.benchmark.Cache2kDefaultBenchmark|65.65|1800|9038|26311|5684
benchmarkMulti2_3000|org.cache2k.benchmark.Cache2kDefaultBenchmark|74.59|3000|6685|26311|5684
benchmarkCpp_20|org.cache2k.benchmark.Cache2kDefaultBenchmark|12.28|20|7936|9047|1223
benchmarkCpp_35|org.cache2k.benchmark.Cache2kDefaultBenchmark|38.53|35|5561|9047|1223
benchmarkCpp_50|org.cache2k.benchmark.Cache2kDefaultBenchmark|52.29|50|4316|9047|1223
benchmarkCpp_80|org.cache2k.benchmark.Cache2kDefaultBenchmark|69.82|80|2730|9047|1223
benchmarkZipf900_50|org.cache2k.benchmark.Cache2kDefaultBenchmark|57.99|50|1260248|3000000|900
